Poll ID,Date,Respondents,Media Outlet,Pollster,Media Index,Party,Votes,Votes_Rank
163,2022-10-27,1301,כאן חדשות,דודי חסיד,15,Hadash Ta'al,0,12
163,2022-10-27,1301,כאן חדשות,דודי חסיד,15,Balad,0,13
163,2022-10-27,1301,כאן חדשות,דודי חסיד,15,Bennett's Party,0,14
163,2022-10-27,1301,כאן חדשות,דודי חסיד,15,Yashar!,0,15
163,2022-10-27,1301,כאן חדשות,דודי חסיד,15,The Reservists,0,16
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,The Reservists,0,16
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Yashar!,0,15
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Bennett's Party,0,14
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Otzma Yehudit,0,13
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Balad,0,12
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Hadash Ta'al,0,11
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Ra'am,4,10
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Joint Arab List,4,9
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Yisrael Beiteinu,5,8
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,UTJ,7,7
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Shas,9,6
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,The Democrats,10,5
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Blue & White,11,4
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Religious Zionism,15,3
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Yesh Atid,25,2
162,2022-10-27,1200,ישראל היום,יצחק כץ,8,Likud,30,1
161,2022-10-26,505,גלי צהל,מנו גבע,1,The Reservists,0,16
161,2022-10-26,505,גלי צהל,מנו גבע,1,Yashar!,0,15
161,2022-10-26,505,גלי צהל,מנו גבע,1,Bennett's Party,0,14
161,2022-10-26,505,גלי צהל,מנו גבע,1,Otzma Yehudit,0,13
161,2022-10-26,505,גלי צהל,מנו גבע,1,Balad,0,12
161,2022-10-26,505,גלי צהל,מנו גבע,1,Hadash Ta'al,0,11
161,2022-10-26,505,גלי צהל,מנו גבע,1,Joint Arab List,4,10
161,2022-10-26,505,גלי צהל,מנו גבע,1,Ra'am,4,9
161,2022-10-26,505,גלי צהל,מנו גבע,1,Yisrael Beiteinu,6,8
161,2022-10-26,505,גלי צהל,מנו גבע,1,UTJ,7,7
161,2022-10-26,505,גלי צהל,מנו גבע,1,Shas,8,6
161,2022-10-26,505,גלי צהל,מנו גבע,1,The Democrats,10,5
161,2022-10-26,505,גלי צהל,מנו גבע,1,Blue & White,12,4
161,2022-10-26,505,גלי צהל,מנו גבע,1,Religious Zionism,13,3
161,2022-10-26,505,גלי צהל,מנו גבע,1,Yesh Atid,25,2
161,2022-10-26,505,גלי צהל,מנו גבע,1,Likud,31,1
160,2022-10-26,700,גלי ישראל,רפי סמית,6,The Reservists,0,16
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Yashar!,0,15
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Bennett's Party,0,14
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Otzma Yehudit,0,13
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Balad,0,12
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Hadash Ta'al,0,11
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Ra'am,4,10
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Joint Arab List,4,9
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Yisrael Beiteinu,5,8
160,2022-10-26,700,גלי ישראל,רפי סמית,6,UTJ,7,7
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Shas,9,6
160,2022-10-26,700,גלי ישראל,רפי סמית,6,The Democrats,9,5
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Blue & White,12,4
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Religious Zionism,13,3
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Yesh Atid,25,2
160,2022-10-26,700,גלי ישראל,רפי סמית,6,Likud,32,1
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Likud,31,1
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Yesh Atid,24,2
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Religious Zionism,14,3
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Blue & White,12,4
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,The Democrats,10,5
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Shas,8,6
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,UTJ,7,7
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Yisrael Beiteinu,6,8
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Ra'am,4,9
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Joint Arab List,4,10
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Hadash Ta'al,0,11
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Balad,0,12
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Otzma Yehudit,0,13
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Bennett's Party,0,14
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,Yashar!,0,15
159,2022-10-25,500,ערוץ הכנסת,מנחם לזר,5,The Reservists,0,16
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,The Reservists,0,16
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Yashar!,0,15
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Bennett's Party,0,14
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Balad,0,13
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Hadash Ta'al,0,12
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Otzma Yehudit,0,11
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Ra'am,4,10
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Joint Arab List,4,9
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Yisrael Beiteinu,6,8
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,UTJ,7,7
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Shas,8,6
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,The Democrats,8,5
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Blue & White,11,4
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Religious Zionism,14,3
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Yesh Atid,27,2
158,2022-10-25,801,חדשות 13,קמיל פוקס,24,Likud,31,1
157,2022-10-24,501,חדשות 12,מנו גבע,28,Likud,32,1
157,2022-10-24,501,חדשות 12,מנו גבע,28,Yesh Atid,24,2
157,2022-10-24,501,חדשות 12,מנו גבע,28,Blue & White,13,3
157,2022-10-24,501,חדשות 12,מנו גבע,28,Religious Zionism,13,4
157,2022-10-24,501,חדשות 12,מנו גבע,28,The Democrats,10,5
157,2022-10-24,501,חדשות 12,מנו גבע,28,Shas,8,6
157,2022-10-24,501,חדשות 12,מנו גבע,28,UTJ,7,7
157,2022-10-24,501,חדשות 12,מנו גבע,28,Yisrael Beiteinu,5,8
157,2022-10-24,501,חדשות 12,מנו גבע,28,Joint Arab List,4,9
157,2022-10-24,501,חדשות 12,מנו גבע,28,Ra'am,4,10
157,2022-10-24,501,חדשות 12,מנו גבע,28,Otzma Yehudit,0,11
157,2022-10-24,501,חדשות 12,מנו גבע,28,Hadash Ta'al,0,12
157,2022-10-24,501,חדשות 12,מנו גבע,28,Balad,0,13
157,2022-10-24,501,חדשות 12,מנו גבע,28,Bennett's Party,0,14
157,2022-10-24,501,חדשות 12,מנו גבע,28,Yashar!,0,15
157,2022-10-24,501,חדשות 12,מנו גבע,28,The Reservists,0,16
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Likud,34,1
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Yesh Atid,23,2
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Blue & White,12,3
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Religious Zionism,12,4
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,The Democrats,9,5
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Shas,9,6
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,UTJ,7,7
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Yisrael Beiteinu,6,8
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Joint Arab List,4,9
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Ra'am,4,10
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Otzma Yehudit,0,11
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Hadash Ta'al,0,12
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Balad,0,13
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Bennett's Party,0,14
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,Yashar!,0,15
156,2022-10-24,1084,ערוץ 14,דירקט פולס,20,The Reservists,0,16
155,2022-10-24,500,מעריב,מנחם לזר,21,Likud,32,1
155,2022-10-24,500,מעריב,מנחם לזר,21,Yesh Atid,23,2
155,2022-10-24,500,מעריב,מנחם לזר,21,Religious Zionism,14,3
155,2022-10-24,500,מעריב,מנחם לזר,21,Blue & White,12,4
155,2022-10-24,500,מעריב,מנחם לזר,21,The Democrats,10,5
155,2022-10-24,500,מעריב,מנחם לזר,21,Shas,8,6
155,2022-10-24,500,מעריב,מנחם לזר,21,UTJ,7,7
155,2022-10-24,500,מעריב,מנחם לזר,21,Yisrael Beiteinu,6,8
155,2022-10-24,500,מעריב,מנחם לזר,21,Joint Arab List,4,9
155,2022-10-24,500,מעריב,מנחם לזר,21,Ra'am,4,10
155,2022-10-24,500,מעריב,מנחם לזר,21,Otzma Yehudit,0,11
155,2022-10-24,500,מעריב,מנחם לזר,21,Hadash Ta'al,0,12
155,2022-10-24,500,מעריב,מנחם לזר,21,Balad,0,13
155,2022-10-24,500,מעריב,מנחם לזר,21,Bennett's Party,0,14
155,2022-10-24,500,מעריב,מנחם לזר,21,Yashar!,0,15
155,2022-10-24,500,מעריב,מנחם לזר,21,The Reservists,0,16
154,2022-10-24,752,רשת ב,דודי חסיד,1,Likud,31,1
154,2022-10-24,752,רשת ב,דודי חסיד,1,Yesh Atid,24,2
154,2022-10-24,752,רשת ב,דודי חסיד,1,Religious Zionism,13,3
154,2022-10-24,752,רשת ב,דודי חסיד,1,Blue & White,12,4
154,2022-10-24,752,רשת ב,דודי חסיד,1,The Democrats,10,5
154,2022-10-24,752,רשת ב,דודי חסיד,1,Shas,9,6
154,2022-10-24,752,רשת ב,דודי חסיד,1,UTJ,7,7
154,2022-10-24,752,רשת ב,דודי חסיד,1,Yisrael Beiteinu,6,8
154,2022-10-24,752,רשת ב,דודי חסיד,1,Ra'am,4,9
154,2022-10-24,752,רשת ב,דודי חסיד,1,Joint Arab List,4,10
154,2022-10-24,752,רשת ב,דודי חסיד,1,Hadash Ta'al,0,11
154,2022-10-24,752,רשת ב,דודי חסיד,1,Balad,0,12
154,2022-10-24,752,רשת ב,דודי חסיד,1,Otzma Yehudit,0,13
154,2022-10-24,752,רשת ב,דודי חסיד,1,Bennett's Party,0,14
154,2022-10-24,752,רשת ב,דודי חסיד,1,Yashar!,0,15
154,2022-10-24,752,רשת ב,דודי חסיד,1,The Reservists,0,16
153,2022-10-21,712,מעריב,מנחם לזר,20,Likud,31,1
153,2022-10-21,712,מעריב,מנחם לזר,20,Yesh Atid,23,2
153,2022-10-21,712,מעריב,מנחם לזר,20,Religious Zionism,14,3
153,2022-10-21,712,מעריב,מנחם לזר,20,Blue & White,12,4
153,2022-10-21,712,מעריב,מנחם לזר,20,The Democrats,10,5
153,2022-10-21,712,מעריב,מנחם לזר,20,Shas,8,6
153,2022-10-21,712,מעריב,מנחם לזר,20,UTJ,7,7
153,2022-10-21,712,מעריב,מנחם לזר,20,Yisrael Beiteinu,7,8
153,2022-10-21,712,מעריב,מנחם לזר,20,Joint Arab List,4,9
153,2022-10-21,712,מעריב,מנחם לזר,20,Ra'am,4,10
153,2022-10-21,712,מעריב,מנחם לזר,20,Otzma Yehudit,0,11
153,2022-10-21,712,מעריב,מנחם לזר,20,Hadash Ta'al,0,12
153,2022-10-21,712,מעריב,מנחם לזר,20,Balad,0,13
153,2022-10-21,712,מעריב,מנחם לזר,20,Bennett's Party,0,14
153,2022-10-21,712,מעריב,מנחם לזר,20,Yashar!,0,15
153,2022-10-21,712,מעריב,מנחם לזר,20,The Reservists,0,16
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Likud,32,1
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Yesh Atid,26,2
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Religious Zionism,13,3
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Blue & White,11,4
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,The Democrats,10,5
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Shas,8,6
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,UTJ,7,7
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Yisrael Beiteinu,5,8
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Joint Arab List,4,9
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Ra'am,4,10
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Otzma Yehudit,0,11
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Hadash Ta'al,0,12
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Balad,0,13
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Bennett's Party,0,14
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,Yashar!,0,15
152,2022-10-20,801,חדשות 13,קמיל פוקס,23,The Reservists,0,16
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,The Reservists,0,16
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Yashar!,0,15
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Bennett's Party,0,14
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Balad,0,13
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Hadash Ta'al,0,12
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Otzma Yehudit,0,11
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Ra'am,4,10
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Joint Arab List,4,9
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Yisrael Beiteinu,6,8
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,UTJ,7,7
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,The Democrats,8,6
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Shas,9,5
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Religious Zionism,12,4
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Blue & White,13,3
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Yesh Atid,23,2
151,2022-10-20,847,ערוץ 14,דירקט פולס,19,Likud,34,1
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Likud,31,1
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Yesh Atid,24,2
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Religious Zionism,14,3
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Blue & White,11,4
150,2022-10-20,507,שידורי קשת,מנו גבע,1,The Democrats,11,5
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Shas,8,6
150,2022-10-20,507,שידורי קשת,מנו גבע,1,UTJ,7,7
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Yisrael Beiteinu,6,8
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Ra'am,4,9
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Joint Arab List,4,10
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Hadash Ta'al,0,11
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Balad,0,12
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Otzma Yehudit,0,13
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Bennett's Party,0,14
150,2022-10-20,507,שידורי קשת,מנו גבע,1,Yashar!,0,15
150,2022-10-20,507,שידורי קשת,מנו גבע,1,The Reservists,0,16
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,The Reservists,0,16
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Yashar!,0,15
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Bennett's Party,0,14
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Otzma Yehudit,0,13
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Balad,0,12
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Hadash Ta'al,0,11
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Joint Arab List,4,10
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Ra'am,4,9
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Yisrael Beiteinu,7,8
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,UTJ,7,7
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Shas,8,6
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,The Democrats,10,5
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Blue & White,11,4
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Religious Zionism,13,3
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Yesh Atid,24,2
149,2022-10-19,712,ערוץ הכנסת,מנחם לזר,4,Likud,32,1
148,2022-10-18,510,חדשות 12,מנו גבע,27,The Reservists,0,16
148,2022-10-18,510,חדשות 12,מנו גבע,27,Yashar!,0,15
148,2022-10-18,510,חדשות 12,מנו גבע,27,Bennett's Party,0,14
148,2022-10-18,510,חדשות 12,מנו גבע,27,Balad,0,13
148,2022-10-18,510,חדשות 12,מנו גבע,27,Hadash Ta'al,0,12
148,2022-10-18,510,חדשות 12,מנו גבע,27,Otzma Yehudit,0,11
148,2022-10-18,510,חדשות 12,מנו גבע,27,Ra'am,4,10
148,2022-10-18,510,חדשות 12,מנו גבע,27,Joint Arab List,4,9
148,2022-10-18,510,חדשות 12,מנו גבע,27,Yisrael Beiteinu,6,8
148,2022-10-18,510,חדשות 12,מנו גבע,27,UTJ,7,7
148,2022-10-18,510,חדשות 12,מנו גבע,27,Shas,8,6
148,2022-10-18,510,חדשות 12,מנו גבע,27,The Democrats,10,5
148,2022-10-18,510,חדשות 12,מנו גבע,27,Blue & White,12,4
148,2022-10-18,510,חדשות 12,מנו גבע,27,Religious Zionism,14,3
148,2022-10-18,510,חדשות 12,מנו גבע,27,Yesh Atid,25,2
148,2022-10-18,510,חדשות 12,מנו גבע,27,Likud,30,1
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,The Reservists,0,16
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Yashar!,0,15
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Bennett's Party,0,14
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Balad,0,13
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Hadash Ta'al,0,12
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Otzma Yehudit,0,11
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Ra'am,4,10
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Joint Arab List,4,9
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Yisrael Beiteinu,7,8
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,UTJ,7,7
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Shas,8,6
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,The Democrats,9,5
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Blue & White,11,4
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Religious Zionism,14,3
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Yesh Atid,25,2
147,2022-10-18,651,כאן חדשות,דודי חסיד,14,Likud,31,1
146,2022-10-14,707,מעריב,מנחם לזר,19,Likud,32,1
146,2022-10-14,707,מעריב,מנחם לזר,19,Yesh Atid,24,2
146,2022-10-14,707,מעריב,מנחם לזר,19,Religious Zionism,13,3
146,2022-10-14,707,מעריב,מנחם לזר,19,Blue & White,12,4
146,2022-10-14,707,מעריב,מנחם לזר,19,The Democrats,10,5
146,2022-10-14,707,מעריב,מנחם לזר,19,Shas,8,6
146,2022-10-14,707,מעריב,מנחם לזר,19,UTJ,7,7
146,2022-10-14,707,מעריב,מנחם לזר,19,Yisrael Beiteinu,6,8
146,2022-10-14,707,מעריב,מנחם לזר,19,Joint Arab List,4,9
146,2022-10-14,707,מעריב,מנחם לזר,19,Ra'am,4,10
146,2022-10-14,707,מעריב,מנחם לזר,19,Otzma Yehudit,0,11
146,2022-10-14,707,מעריב,מנחם לזר,19,Hadash Ta'al,0,12
146,2022-10-14,707,מעריב,מנחם לזר,19,Balad,0,13
146,2022-10-14,707,מעריב,מנחם לזר,19,Bennett's Party,0,14
146,2022-10-14,707,מעריב,מנחם לזר,19,Yashar!,0,15
146,2022-10-14,707,מעריב,מנחם לזר,19,The Reservists,0,16
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,The Reservists,0,16
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Yashar!,0,15
